"","Q","Other","Self","Percentile","Subject"
"X15.124",15,0.95,1,0.88,125
"X16.124",16,0.88,0.9,0.88,125
"X1.125",1,0.25,0.25,0.25,126
"X2.125",2,0.4,0.35,0.25,126
"X3.125",3,0.5,0.4,0.25,126
"X4.125",4,0.4,0.4,0.25,126
"X5.125",5,0.5,0.6,0.25,126
"X6.125",6,0.4,0.4,0.25,126
"X7.125",7,0.5,0.5,0.25,126
"X8.125",8,0.4,0.4,0.25,126
"X9.125",9,0.4,0.4,0.25,126
"X10.125",10,0.4,0.4,0.25,126
"X11.125",11,0.6,0.6,0.25,126
"X12.125",12,0.4,0.4,0.25,126
"X13.125",13,0.4,0.4,0.25,126
"X14.125",14,0.4,0.4,0.25,126
"X15.125",15,0.4,0.4,0.25,126
"X16.125",16,0.4,0.4,0.25,126
"X1.126",1,0.45,0.9,0.5,127
"X2.126",2,0.85,1,0.5,127
"X3.126",3,0.5,0.8,0.5,127
"X4.126",4,0.25,0.25,0.5,127
"X5.126",5,0.35,0.85,0.5,127
"X6.126",6,0.25,0.25,0.5,127
"X7.126",7,0.8,1,0.5,127
"X8.126",8,0.6,1,0.5,127
"X9.126",9,0.33,0.33,0.5,127
"X10.126",10,0.34,0.34,0.5,127
"X11.126",11,0.4,0.35,0.5,127
"X12.126",12,0.55,0.8,0.5,127
"X13.126",13,0.25,0.25,0.5,127
"X14.126",14,0.97,1,0.5,127
"X15.126",15,0.5,0.9,0.5,127
"X16.126",16,0.85,0.98,0.5,127
"X1.127",1,0.45,0.79,0.9,128
"X2.127",2,0.7,0.98,0.9,128
"X3.127",3,0.76,1,0.9,128
"X4.127",4,0.33,0.4,0.9,128
"X5.127",5,0.56,0.92,0.9,128
"X6.127",6,0.31,0.4,0.9,128
"X7.127",7,0.5,0.95,0.9,128
"X8.127",8,0.4,0.99,0.9,128
"X9.127",9,0.5,0.85,0.9,128
"X10.127",10,0.35,0.45,0.9,128
"X11.127",11,0.32,0.6,0.9,128
"X12.127",12,0.48,0.9,0.9,128
"X13.127",13,0.7,0,0.9,128
"X14.127",14,0.9,1,0.9,128
"X15.127",15,0.7,0.98,0.9,128
"X16.127",16,0.4,0.6,0.9,128
"X1.128",1,0.85,1,0.75,129
"X2.128",2,0.05,1,0.75,129
"X3.128",3,0.4,0.4,0.75,129
"X4.128",4,0.4,0.4,0.75,129
"X5.128",5,0.55,0.6,0.75,129
"X6.128",6,0.25,1,0.75,129
"X7.128",7,0.4,1,0.75,129
"X8.128",8,0.4,1,0.75,129
"X9.128",9,0.2,0.33,0.75,129
"X10.128",10,0.2,1,0.75,129
"X11.128",11,0.25,1,0.75,129
"X12.128",12,0.3,0.3,0.75,129
"X13.128",13,0.75,1,0.75,129
"X14.128",14,0.85,1,0.75,129
"X15.128",15,0.7,1,0.75,129
"X16.128",16,0.5,0.5,0.75,129
"X1.129",1,0.75,1,0.75,130
"X2.129",2,0.6,1,0.75,130
"X3.129",3,0.5,0.8,0.75,130
"X4.129",4,0.6,0.75,0.75,130
"X5.129",5,0.45,0.6,0.75,130
"X6.129",6,0.25,0.25,0.75,130
"X7.129",7,0.75,0.8,0.75,130
"X8.129",8,0.6,0.8,0.75,130
"X9.129",9,0.5,0.5,0.75,130
"X10.129",10,0.4,0.4,0.75,130
"X11.129",11,0.5,1,0.75,130
"X12.129",12,0.8,0.8,0.75,130
"X13.129",13,1,1,0.75,130
"X14.129",14,1,1,0.75,130
"X15.129",15,0.9,1,0.75,130
"X16.129",16,0.5,0.5,0.75,130
"X1.130",1,0.35,0.8,0.95,131
"X2.130",2,0.4,0.75,0.95,131
"X3.130",3,0.5,0.6,0.95,131
"X4.130",4,0.25,0.4,0.95,131
"X5.130",5,0.6,0.7,0.95,131
"X6.130",6,0.25,0.75,0.95,131
"X7.130",7,0.25,0.75,0.95,131
"X8.130",8,0.5,1,0.95,131
"X9.130",9,0.3,0.5,0.95,131
"X10.130",10,0.35,0.6,0.95,131
"X11.130",11,0.25,0.5,0.95,131
"X12.130",12,0.25,0.5,0.95,131
"X13.130",13,0.6,0.7,0.95,131
"X14.130",14,0.7,1,0.95,131
"X15.130",15,0.4,0.5,0.95,131
"X16.130",16,0.75,0.65,0.95,131
"X1.131",1,0.5,1,0.9,132
"X2.131",2,0.7,1,0.9,132
"X3.131",3,0.15,0.9,0.9,132
"X4.131",4,0.75,1,0.9,132
"X5.131",5,0.9,1,0.9,132
"X6.131",6,0.5,0.9,0.9,132
"X7.131",7,0.85,1,0.9,132
"X8.131",8,0,1,0.9,132
"X9.131",9,0.5,0.5,0.9,132
"X10.131",10,0.8,0.95,0.9,132
"X11.131",11,0.2,0.6,0.9,132
"X12.131",12,0.8,1,0.9,132
"X13.131",13,0.9,1,0.9,132
"X14.131",14,0.85,1,0.9,132
"X15.131",15,0.5,0.6,0.9,132
"X16.131",16,0.6,1,0.9,132
"X1.132",1,0.9,0.8,0.3,133
"X2.132",2,1,1,0.3,133
"X3.132",3,1,1,0.3,133
"X4.132",4,0.95,1,0.3,133
"X5.132",5,0.9,0.9,0.3,133
"X6.132",6,0.5,0.5,0.3,133
"X7.132",7,0.99,1,0.3,133
"X8.132",8,0.95,1,0.3,133
"X9.132",9,0.7,0.6,0.3,133
"X10.132",10,1,1,0.3,133
"X11.132",11,0.5,0.4,0.3,133
"X12.132",12,0.4,0.5,0.3,133
"X13.132",13,1,1,0.3,133
"X14.132",14,1,1,0.3,133
"X15.132",15,0.95,0.7,0.3,133
"X16.132",16,1,1,0.3,133
"X1.133",1,1,1,0.75,134
"X2.133",2,1,1,0.75,134
"X3.133",3,1,1,0.75,134
"X4.133",4,1,1,0.75,134
"X5.133",5,1,1,0.75,134
"X6.133",6,1,1,0.75,134
"X7.133",7,0.7,0.8,0.75,134
"X8.133",8,0.25,0.25,0.75,134
"X9.133",9,0.5,1,0.75,134
"X10.133",10,0.4,0.5,0.75,134
"X11.133",11,0.25,0,0.75,134
"X12.133",12,1,1,0.75,134
"X13.133",13,1,1,0.75,134
"X14.133",14,1,1,0.75,134
"X15.133",15,0,0,0.75,134
"X16.133",16,1,1,0.75,134
"X1.134",1,1,1,0.5,135
"X2.134",2,1,1,0.5,135
"X3.134",3,1,1,0.5,135
"X4.134",4,0.9,1,0.5,135
"X5.134",5,1,1,0.5,135
"X6.134",6,0.4,1,0.5,135
"X7.134",7,1,1,0.5,135
"X8.134",8,0,0,0.5,135
"X9.134",9,1,1,0.5,135
"X10.134",10,1,1,0.5,135
"X11.134",11,0.3,1,0.5,135
"X12.134",12,1,1,0.5,135
"X13.134",13,1,1,0.5,135
"X14.134",14,1,1,0.5,135
"X15.134",15,1,1,0.5,135
"X16.134",16,1,1,0.5,135
"X1.135",1,0.7,0.7,0.8,136
"X2.135",2,0.8,1,0.8,136
"X3.135",3,0.35,0.34,0.8,136
"X4.135",4,0.4,0.45,0.8,136
"X5.135",5,0.5,0.97,0.8,136
"X6.135",6,0.25,0.5,0.8,136
"X7.135",7,0.7,0.75,0.8,136
"X8.135",8,0.5,0.95,0.8,136
"X9.135",9,0.6,0.6,0.8,136
"X10.135",10,0.5,0.7,0.8,136
"X11.135",11,0.25,0.25,0.8,136
"X12.135",12,0.35,0.5,0.8,136
"X13.135",13,0.55,0.55,0.8,136
"X14.135",14,0.95,1,0.8,136
"X15.135",15,0.8,1,0.8,136
"X16.135",16,0.25,0.5,0.8,136
"X1.136",1,0.8,0.9,0.6,137
"X2.136",2,1,1,0.6,137
"X3.136",3,0.5,0.5,0.6,137
"X4.136",4,1,1,0.6,137
"X5.136",5,1,1,0.6,137
"X6.136",6,0.5,0.5,0.6,137
"X7.136",7,1,1,0.6,137
"X8.136",8,0.25,0.25,0.6,137
"X9.136",9,0.5,1,0.6,137
"X10.136",10,0.6,0.6,0.6,137
"X11.136",11,0,0.5,0.6,137
"X12.136",12,0.5,0.5,0.6,137
"X13.136",13,1,1,0.6,137
"X14.136",14,1,1,0.6,137
"X15.136",15,0.5,0.5,0.6,137
"X16.136",16,1,1,0.6,137
"X1.137",1,0.8,0.6,0.5,138
"X2.137",2,0.6,0.9,0.5,138
"X3.137",3,0.4,1,0.5,138
"X4.137",4,0.45,0.4,0.5,138
"X5.137",5,0.9,1,0.5,138
"X6.137",6,0.8,1,0.5,138
"X7.137",7,0.9,1,0.5,138
"X8.137",8,0.5,1,0.5,138
"X9.137",9,0.25,0.6,0.5,138
"X10.137",10,0.2,0.8,0.5,138
"X11.137",11,0.8,1,0.5,138
"X12.137",12,0.4,1,0.5,138
"X13.137",13,0.4,0.4,0.5,138
"X14.137",14,1,1,0.5,138
"X15.137",15,0.4,1,0.5,138
"X16.137",16,0.3,0.5,0.5,138
"X1.138",1,0.7,1,0.7,139
"X2.138",2,0.6,0.8,0.7,139
"X3.138",3,0.7,0.8,0.7,139
"X4.138",4,0.5,0.7,0.7,139
"X5.138",5,0.6,0.9,0.7,139
"X6.138",6,0.4,0.7,0.7,139
"X7.138",7,0.5,0.9,0.7,139
"X8.138",8,0.4,1,0.7,139
"X9.138",9,0.2,0.7,0.7,139
"X10.138",10,0.45,0.8,0.7,139
"X11.138",11,0.35,0.5,0.7,139
"X12.138",12,0.2,0.5,0.7,139
"X13.138",13,0.7,1,0.7,139
"X14.138",14,0.7,1,0.7,139
"X15.138",15,0.6,0.7,0.7,139
"X16.138",16,0.2,0.5,0.7,139
"X1.139",1,0.75,0.7,0.75,140
"X2.139",2,0.5,0.55,0.75,140
"X3.139",3,0.7,0.5,0.75,140
"X4.139",4,0.6,0.5,0.75,140
"X5.139",5,0.75,0.7,0.75,140
"X6.139",6,0.6,0.7,0.75,140
"X7.139",7,0.8,0.75,0.75,140
"X8.139",8,0.8,0.7,0.75,140
"X9.139",9,0.7,0.8,0.75,140
"X10.139",10,0.8,0.9,0.75,140
"X11.139",11,0.6,0.5,0.75,140
"X12.139",12,0.6,0.75,0.75,140
"X13.139",13,0.75,0.75,0.75,140
"X14.139",14,0.7,0.8,0.75,140
"X15.139",15,0.34,0.34,0.75,140
"X16.139",16,0.75,0.8,0.75,140
"X1.140",1,0.05,0.01,0.77,141
"X2.140",2,0.95,0.99,0.77,141
"X3.140",3,0.9,0.99,0.77,141
"X4.140",4,0.8,0.75,0.77,141
"X5.140",5,0.95,0.99,0.77,141
"X6.140",6,0.75,0.8,0.77,141
"X7.140",7,0.5,0.5,0.77,141
"X8.140",8,0.75,0.95,0.77,141
"X9.140",9,0.75,0.8,0.77,141
"X10.140",10,0.25,0.3,0.77,141
"X11.140",11,0.75,0.99,0.77,141
"X12.140",12,0.8,0.99,0.77,141
"X13.140",13,0.95,0.99,0.77,141
"X14.140",14,0.25,0.8,0.77,141
"X15.140",15,0.95,0.99,0.77,141
"X16.140",16,0.95,0.99,0.77,141
"X1.141",1,0.6,0.4,0.5,142
"X2.141",2,0.4,0.3,0.5,142
"X3.141",3,0.7,0.7,0.5,142
"X4.141",4,0.6,0.8,0.5,142
"X5.141",5,1,1,0.5,142
"X6.141",6,0.4,0.3,0.5,142
"X7.141",7,0.4,0.5,0.5,142
"X8.141",8,0.8,0.7,0.5,142
"X9.141",9,0.5,0.4,0.5,142
"X10.141",10,0.3,0.5,0.5,142
"X11.141",11,0.5,0.6,0.5,142
"X12.141",12,0.4,0.7,0.5,142
"X13.141",13,0.7,0.7,0.5,142
"X14.141",14,1,1,0.5,142
"X15.141",15,1,1,0.5,142
"X16.141",16,0.8,1,0.5,142
"X1.142",1,0.25,0.25,0.66,143
"X2.142",2,0.5,0.5,0.66,143
"X3.142",3,0.75,0.75,0.66,143
"X4.142",4,0,1,0.66,143
"X5.142",5,1,1,0.66,143
"X6.142",6,0.34,0.34,0.66,143
"X7.142",7,0.4,0.4,0.66,143
"X8.142",8,0.5,0.5,0.66,143
"X9.142",9,0.34,0.34,0.66,143
"X10.142",10,0.75,0.75,0.66,143
"X11.142",11,1,1,0.66,143
"X12.142",12,1,1,0.66,143
"X13.142",13,0.6,0.6,0.66,143
"X14.142",14,0.25,0.25,0.66,143
"X15.142",15,1,1,0.66,143
"X16.142",16,1,1,0.66,143
"X1.143",1,0.6,0.8,0.75,144
"X2.143",2,0.5,0.8,0.75,144
"X3.143",3,0.85,1,0.75,144
"X4.143",4,0.4,0.5,0.75,144
"X5.143",5,0.95,1,0.75,144
"X6.143",6,0.55,0.9,0.75,144
"X7.143",7,0.8,0.9,0.75,144
"X8.143",8,0.45,0.95,0.75,144
"X9.143",9,0.35,0.5,0.75,144
"X10.143",10,0.4,0.5,0.75,144
"X11.143",11,0.2,0.8,0.75,144
"X12.143",12,0.7,0.9,0.75,144
"X13.143",13,0.6,0.95,0.75,144
"X14.143",14,0.95,1,0.75,144
"X15.143",15,0.85,1,0.75,144
"X16.143",16,0.8,1,0.75,144
"X1.144",1,0.3,0.5,0.8,145
"X2.144",2,0.8,0,0.8,145
"X3.144",3,0.3,0.4,0.8,145
"X4.144",4,0.15,0.25,0.8,145
"X5.144",5,0.7,0.8,0.8,145
"X6.144",6,0.25,0.4,0.8,145
"X7.144",7,0.65,1,0.8,145
"X8.144",8,0.4,1,0.8,145
"X9.144",9,0.4,0.8,0.8,145
"X10.144",10,0.3,1,0.8,145
"X11.144",11,0.3,0.35,0.8,145
"X12.144",12,0.6,0.8,0.8,145
"X13.144",13,0.95,1,0.8,145
"X14.144",14,0.95,1,0.8,145
"X15.144",15,0.6,0.95,0.8,145
"X16.144",16,0.5,0.7,0.8,145
"X1.145",1,0.3,0.25,0.01,146
"X2.145",2,0.25,0.25,0.01,146
"X3.145",3,0.25,0.25,0.01,146
"X4.145",4,0.25,1,0.01,146
"X5.145",5,0.25,0.25,0.01,146
"X6.145",6,0.25,0.25,0.01,146
"X7.145",7,0.25,0.25,0.01,146
"X8.145",8,0.25,0.25,0.01,146
"X9.145",9,0.25,0.25,0.01,146
"X10.145",10,0.25,0.25,0.01,146
"X11.145",11,0.25,0.75,0.01,146
"X12.145",12,0.25,0.7,0.01,146
"X13.145",13,0.25,0.25,0.01,146
"X14.145",14,0.25,0.25,0.01,146
"X15.145",15,0.25,0.25,0.01,146
"X16.145",16,0.25,0.25,0.01,146
"X1.146",1,0.7,0.45,0.8,147
"X2.146",2,1,1,0.8,147
"X3.146",3,0.7,0.8,0.8,147
"X4.146",4,0.3,0.3,0.8,147
"X5.146",5,0,0,0.8,147
"X6.146",6,1,1,0.8,147
"X7.146",7,1,1,0.8,147
"X8.146",8,0.5,0.5,0.8,147
"X9.146",9,0.6,0.6,0.8,147
"X10.146",10,0.2,0.2,0.8,147
"X11.146",11,0.6,0.6,0.8,147
"X12.146",12,1,1,0.8,147
"X13.146",13,1,1,0.8,147
"X14.146",14,1,1,0.8,147
"X15.146",15,1,1,0.8,147
"X16.146",16,1,1,0.8,147
"X1.147",1,0.1,0.05,0.2,148
"X2.147",2,0.5,0.6,0.2,148
"X3.147",3,0.6,0.5,0.2,148
"X4.147",4,0.45,0.4,0.2,148
"X5.147",5,0.5,0.6,0.2,148
"X6.147",6,0.2,0.3,0.2,148
"X7.147",7,0.4,0.5,0.2,148
"X8.147",8,0.5,0.7,0.2,148
"X9.147",9,0.65,0.8,0.2,148
"X10.147",10,0.4,0.25,0.2,148
"X11.147",11,0.25,0.25,0.2,148
"X12.147",12,0.3,0.4,0.2,148
"X13.147",13,0.7,1,0.2,148
"X14.147",14,0.8,1,0.2,148
"X15.147",15,0.5,0.4,0.2,148
"X16.147",16,0.3,0.4,0.2,148
"X1.148",1,0.6,0.6,0.8,149
"X2.148",2,0.7,0.92,0.8,149
"X3.148",3,0.5,0.7,0.8,149
"X4.148",4,0.3,0.35,0.8,149
"X5.148",5,0.8,0.9,0.8,149
"X6.148",6,0.3,0.6,0.8,149
"X7.148",7,0.4,0.6,0.8,149
"X8.148",8,0.7,0.9,0.8,149
"X9.148",9,0.7,0.8,0.8,149
"X10.148",10,0.35,0.5,0.8,149
"X11.148",11,0.48,0.5,0.8,149
"X12.148",12,0.8,1,0.8,149
"X13.148",13,0.7,0.9,0.8,149
"X14.148",14,0.92,1,0.8,149
"X15.148",15,0.8,0.95,0.8,149
"X16.148",16,0.95,1,0.8,149
"X1.149",1,0.5,0.3,0.2,150
"X2.149",2,0.5,0.7,0.2,150
"X3.149",3,0.4,0.55,0.2,150
"X4.149",4,0.35,0.25,0.2,150
"X5.149",5,0.85,1,0.2,150
"X6.149",6,0.3,0.25,0.2,150
"X7.149",7,0.25,0.25,0.2,150
"X8.149",8,1,1,0.2,150
"X9.149",9,0.3,0.5,0.2,150
"X10.149",10,0.25,0.25,0.2,150
"X11.149",11,0.25,0.25,0.2,150
"X12.149",12,0.4,0.25,0.2,150
"X13.149",13,0.35,0.35,0.2,150
"X14.149",14,0.25,0.25,0.2,150
"X15.149",15,0.85,0.35,0.2,150
"X16.149",16,0,0,0.2,150
"X1.150",1,0.5,0.9,0.75,151
"X2.150",2,0.85,0.8,0.75,151
"X3.150",3,0.9,0.7,0.75,151
"X4.150",4,0.2,0.5,0.75,151
"X5.150",5,0.9,0.75,0.75,151
"X6.150",6,0.9,1,0.75,151
"X7.150",7,0.5,0.9,0.75,151
"X8.150",8,0.75,0.8,0.75,151
"X9.150",9,0.5,0.95,0.75,151
"X10.150",10,0.25,0.8,0.75,151
"X11.150",11,0.5,0.75,0.75,151
"X12.150",12,0.6,0.95,0.75,151
"X13.150",13,1,1,0.75,151
"X14.150",14,0.9,1,0.75,151
"X15.150",15,1,1,0.75,151
"X16.150",16,1,1,0.75,151
"X1.151",1,0.6,0.7,0.75,152
"X2.151",2,0.7,1,0.75,152
"X3.151",3,0.8,0.9,0.75,152
"X4.151",4,0.65,0.9,0.75,152
"X5.151",5,0.2,0.9,0.75,152
"X6.151",6,0.4,1,0.75,152
"X7.151",7,0.8,0.9,0.75,152
"X8.151",8,0.5,1,0.75,152
"X9.151",9,0.6,0.9,0.75,152
"X10.151",10,0.7,0.9,0.75,152
"X11.151",11,0.5,0.8,0.75,152
"X12.151",12,0.4,0.8,0.75,152
"X13.151",13,0.9,1,0.75,152
"X14.151",14,1,1,0.75,152
"X15.151",15,0.8,0.9,0.75,152
"X16.151",16,0.7,0.8,0.75,152
"X1.152",1,0.7,0.8,0.8,153
"X2.152",2,0.8,0.7,0.8,153
"X3.152",3,0.55,0.6,0.8,153
"X4.152",4,0.35,0.25,0.8,153
"X5.152",5,0.5,0.6,0.8,153
"X6.152",6,0.5,0.5,0.8,153
"X7.152",7,0.85,1,0.8,153
"X8.152",8,0.7,0.95,0.8,153
"X9.152",9,0.35,0.4,0.8,153
"X10.152",10,0.9,0.85,0.8,153
"X11.152",11,0.5,0.7,0.8,153
"X12.152",12,0.6,0.5,0.8,153
"X13.152",13,0.6,0.4,0.8,153
"X14.152",14,1,1,0.8,153
"X15.152",15,0.8,0.9,0.8,153
"X16.152",16,0.6,0.6,0.8,153
"X1.153",1,0.25,0.4,0.25,154
"X2.153",2,1,1,0.25,154
"X3.153",3,0.25,0.25,0.25,154
"X4.153",4,0.4,0.33,0.25,154
"X5.153",5,1,1,0.25,154
"X6.153",6,0.7,1,0.25,154
"X7.153",7,0.5,1,0.25,154
"X8.153",8,0.25,0.25,0.25,154
"X9.153",9,0.25,0.25,0.25,154
"X10.153",10,0.25,0.25,0.25,154
"X11.153",11,0.25,0.25,0.25,154
"X12.153",12,0.25,0.1,0.25,154
"X13.153",13,0.25,0.4,0.25,154
"X14.153",14,0.4,0.6,0.25,154
"X15.153",15,0.15,0.25,0.25,154
"X16.153",16,0.85,0.85,0.25,154
"X1.154",1,0.98,1,0.9,155
"X2.154",2,0.7,1,0.9,155
"X3.154",3,0.7,1,0.9,155
"X4.154",4,0.25,1,0.9,155
"X5.154",5,0.8,1,0.9,155
"X6.154",6,0.25,0.45,0.9,155
"X7.154",7,0.55,1,0.9,155
"X8.154",8,0.7,1,0.9,155
"X9.154",9,1,1,0.9,155
"X10.154",10,0.33,0.9,0.9,155
"X11.154",11,0.15,0.4,0.9,155
"X12.154",12,0.4,1,0.9,155
"X13.154",13,0.9,1,0.9,155
"X14.154",14,1,1,0.9,155
"X15.154",15,0.96,1,0.9,155
"X16.154",16,0.9,0.95,0.9,155
"X1.155",1,0.7,1,0.25,156
"X2.155",2,0.25,0.25,0.25,156
"X3.155",3,0.25,0.25,0.25,156
"X4.155",4,0.7,0.7,0.25,156
"X5.155",5,1,1,0.25,156
"X6.155",6,0.25,0.25,0.25,156
"X7.155",7,0.7,0.7,0.25,156
"X8.155",8,0.25,0.25,0.25,156
"X9.155",9,0.25,0.25,0.25,156
"X10.155",10,0.25,0.25,0.25,156
"X11.155",11,0.25,0.25,0.25,156
"X12.155",12,0.25,0.25,0.25,156
"X13.155",13,0.7,0.7,0.25,156
"X14.155",14,0.7,0.7,0.25,156
"X15.155",15,1,1,0.25,156
"X16.155",16,1,1,0.25,156
"X1.156",1,0.5,0.5,0.75,157
"X2.156",2,0.25,1,0.75,157
"X3.156",3,0.5,0.75,0.75,157
"X4.156",4,0.25,0.75,0.75,157
"X5.156",5,0,0,0.75,157
"X6.156",6,1,1,0.75,157
"X7.156",7,1,1,0.75,157
"X8.156",8,1,1,0.75,157
"X9.156",9,1,1,0.75,157
"X10.156",10,0.5,0.5,0.75,157
"X11.156",11,0.5,0.5,0.75,157
"X12.156",12,1,1,0.75,157
"X13.156",13,0.5,0.5,0.75,157
"X14.156",14,1,1,0.75,157
"X15.156",15,1,1,0.75,157
"X16.156",16,1,1,0.75,157
"X1.157",1,0.33,0.3,0.25,158
"X2.157",2,0.4,0.5,0.25,158
"X3.157",3,0.3,0.4,0.25,158
"X4.157",4,0.4,0.5,0.25,158
"X5.157",5,0.25,0.334,0.25,158
"X6.157",6,0.35,0.4,0.25,158
"X7.157",7,0.15,0.3,0.25,158
"X8.157",8,0.65,0.75,0.25,158
"X9.157",9,0.45,0.5,0.25,158
"X10.157",10,0.4,0.5,0.25,158
"X11.157",11,0.5,0.4,0.25,158
"X12.157",12,0.334,0.334,0.25,158
"X13.157",13,0.97,0.99,0.25,158
"X14.157",14,0.25,0.25,0.25,158
"X15.157",15,0.3,0.5,0.25,158
"X16.157",16,0.8,0.9,0.25,158
"X1.158",1,0.45,0.75,0.48,159
"X2.158",2,0.3,0.5,0.48,159
"X3.158",3,0.5,0.75,0.48,159
"X4.158",4,0.25,0.25,0.48,159
"X5.158",5,0.6,0.25,0.48,159
"X6.158",6,0.25,0.25,0.48,159
"X7.158",7,0.35,0.75,0.48,159
"X8.158",8,0.75,0.45,0.48,159
"X9.158",9,1,1,0.48,159
"X10.158",10,0.35,0.5,0.48,159
"X11.158",11,0.25,0.25,0.48,159
"X12.158",12,0.5,0.5,0.48,159
"X13.158",13,1,1,0.48,159
"X14.158",14,0.75,1,0.48,159
"X15.158",15,0.5,0.75,0.48,159
"X16.158",16,0.75,0.75,0.48,159
"X1.159",1,0.2,0.5,0.98,160
"X2.159",2,0.4,0.75,0.98,160
"X3.159",3,0.25,0.4,0.98,160
"X4.159",4,0.25,0.65,0.98,160
"X5.159",5,0.95,1,0.98,160
"X6.159",6,0.9,1,0.98,160
"X7.159",7,0.05,0.9,0.98,160
"X8.159",8,0.5,1,0.98,160
"X9.159",9,0.2,1,0.98,160
"X10.159",10,0.5,0.5,0.98,160
"X11.159",11,0.4,1,0.98,160
"X12.159",12,1,1,0.98,160
"X13.159",13,1,1,0.98,160
"X14.159",14,1,1,0.98,160
"X15.159",15,0.8,1,0.98,160
"X16.159",16,0.3,0.4,0.98,160
"X1.160",1,0.35,0.3,0.3,161
"X2.160",2,0.6,0.85,0.3,161
"X3.160",3,0.4,0.7,0.3,161
"X4.160",4,0.2,0.3,0.3,161
"X5.160",5,0.4,0.5,0.3,161
"X6.160",6,0.5,0.25,0.3,161
"X7.160",7,0.35,0.35,0.3,161
"X8.160",8,0.4,0.6,0.3,161
"X9.160",9,0.4,0.3,0.3,161
"X10.160",10,0.7,1,0.3,161
"X11.160",11,0.3,0.5,0.3,161
"X12.160",12,0.5,0.5,0.3,161
"X13.160",13,0.55,0.5,0.3,161
"X14.160",14,0.9,0.7,0.3,161
"X15.160",15,0.7,0.35,0.3,161
"X16.160",16,0.4,0.5,0.3,161
"X1.161",1,0.99,0.99,0.9,162
"X2.161",2,0.5,0.5,0.9,162
"X3.161",3,0.99,0.99,0.9,162
"X4.161",4,0.9,0.5,0.9,162
"X5.161",5,1,1,0.9,162
"X6.161",6,1,1,0.9,162
"X7.161",7,0.25,0.25,0.9,162
"X8.161",8,0.99,1,0.9,162
"X9.161",9,0.99,1,0.9,162
"X10.161",10,0.25,0.25,0.9,162
"X11.161",11,0.5,0.5,0.9,162
"X12.161",12,0.5,0.5,0.9,162
"X13.161",13,1,1,0.9,162
"X14.161",14,1,1,0.9,162
"X15.161",15,1,1,0.9,162
"X16.161",16,0.75,1,0.9,162
"X1.162",1,0.3,0.4,0.45,163
"X2.162",2,0.2,0.2,0.45,163
"X3.162",3,0,0,0.45,163
"X4.162",4,0.5,0.5,0.45,163
"X5.162",5,1,1,0.45,163
"X6.162",6,0.2,0.2,0.45,163
"X7.162",7,0.6,0.4,0.45,163
"X8.162",8,0.4,0.3,0.45,163
"X9.162",9,0.5,0.5,0.45,163
"X10.162",10,0.4,0.4,0.45,163
"X11.162",11,0.2,0.3,0.45,163
"X12.162",12,0.2,0.3,0.45,163
"X13.162",13,0.2,0.3,0.45,163
"X14.162",14,1,1,0.45,163
"X15.162",15,1,1,0.45,163
"X16.162",16,1,1,0.45,163
"X1.163",1,0.5,1,0.8,164
"X2.163",2,0.25,1,0.8,164
"X3.163",3,0.4,0.5,0.8,164
"X4.163",4,0.3,0.7,0.8,164
"X5.163",5,0.3,0.7,0.8,164
"X6.163",6,0.25,1,0.8,164
"X7.163",7,0.35,1,0.8,164
"X8.163",8,0.25,1,0.8,164
"X9.163",9,0.25,0.25,0.8,164
"X10.163",10,0.5,1,0.8,164
"X11.163",11,0.5,0.6,0.8,164
"X12.163",12,0.25,1,0.8,164
"X13.163",13,0.25,1,0.8,164
"X14.163",14,0.7,1,0.8,164
"X15.163",15,0.9,1,0.8,164
"X16.163",16,1,1,0.8,164
"X1.164",1,0.35,0.25,0.25,165
"X2.164",2,0.25,0.3,0.25,165
"X3.164",3,0.25,0.1,0.25,165
"X4.164",4,0.4,0.4,0.25,165
"X5.164",5,0.5,0.4,0.25,165
"X6.164",6,0.45,0.35,0.25,165
"X7.164",7,0.35,0.35,0.25,165
"X8.164",8,0.35,0.35,0.25,165
"X9.164",9,0.45,0.5,0.25,165
"X10.164",10,0.35,0.35,0.25,165
"X11.164",11,0.35,0.25,0.25,165
"X12.164",12,0.2,0.4,0.25,165
"X13.164",13,0.35,0.35,0.25,165
"X14.164",14,0.59,0.79,0.25,165
"X15.164",15,0.4,0.79,0.25,165
"X16.164",16,0.54,0.5,0.25,165
"X1.165",1,0.4,0.5,0.8,166
"X2.165",2,0.5,0.8,0.8,166
"X3.165",3,0.3,0.5,0.8,166
"X4.165",4,0.3,0.4,0.8,166
"X5.165",5,0.8,0.6,0.8,166
"X6.165",6,0.1,0.4,0.8,166
"X7.165",7,0.5,0.9,0.8,166
"X8.165",8,0.4,0.6,0.8,166
"X9.165",9,0.3,0.25,0.8,166
"X10.165",10,0.1,0.3,0.8,166
"X11.165",11,0.2,0.5,0.8,166
"X12.165",12,0,0.4,0.8,166
"X13.165",13,0.7,0.8,0.8,166
"X14.165",14,0.4,0.5,0.8,166
"X15.165",15,0.4,0.6,0.8,166
"X16.165",16,0.2,0.6,0.8,166
"X1.166",1,0.8,0.9,0.75,167
"X2.166",2,0.95,1,0.75,167
"X3.166",3,0.8,1,0.75,167
"X4.166",4,0.85,1,0.75,167
"X5.166",5,0.9,0.9,0.75,167
"X6.166",6,0.33,0.4,0.75,167
